"","libelle_rome","code_rome","fap2009_SansQualif_agreg","fap2009_AvecQualif_agreg"
"2894","Métreur / Métreuse bâtiment","F1108","Z","B"
"2895","Métreur-vérificateur / Métreuse-vérificatrice","F1108","Z","B"
"2896","Métreur / Métreuse gros oeuvre","F1108","Z","B"
"2897","Métreur / Métreuse du BTP","F1108","Z","B"
"2898","Métreur / Métreuse second oeuvre","F1108","Z","B"
"2899","Métreur / Métreuse travaux publics","F1108","Z","B"
"2900","Métré de la construction","F1108","Z","B"
"2901","Conduite et encadrement de chantier - travaux","F12",NA,NA
"2902","Conducteur / Conductrice de travaux de génie climatique","F1201","Z","B"
"2903","Conducteur / Conductrice de travaux du bâtiment","F1201","Z","B"
"2904","Conducteur / Conductrice des travaux publics de l'Etat","F1201","Z","B"
"2905","Conducteur / Conductrice de travaux Voirie, Réseaux Divers -VRD-","F1201","Z","B"
"2906","Conducteur / Conductrice de travaux tous corps d'état","F1201","Z","B"
"2907","Directeur / Directrice de travaux BTP","F1201","Z","B"
"2908","Responsable de travaux BTP","F1201","Z","B"
"2909","Responsable de travaux","F1201","Z","B"
"2910","Superviseur / Superviseuse tous corps d'état","F1201","Z","B"
"2911","Chef de travaux","F1201","Z","B"
"2912","Chef de travaux BTP","F1201","Z","B"
"2913","Conducteur / Conductrice de travaux publics","F1201","Z","B"
"2914","Conducteur / Conductrice de travaux ports maritimes et voies navigables","F1201","Z","B"
"2915","Ingénieur / Ingénieure de travaux BTP","F1201","Z","B"
"2916","Coordonnateur / Coordonnatrice de chantier","F1201","Z","B"
"2917","Conducteur principal / Conductrice principale des travaux publics","F1201","Z","B"
"2918","Conducteur / Conductrice de travaux en rénovation énergétique","F1201","Z","B"
"2919","Conducteur / Conductrice de travaux","F1201","Z","B"
"2920","Chef de secteur travaux publics","F1201","Z","B"
"2921","Conducteur / Conductrice de travaux second oeuvre","F1201","Z","B"
"2922","Ingénieur / Ingénieure de travaux","F1201","Z","B"
"2923","Conducteur / Conductrice de travaux du BTP","F1201","Z","B"
"2924","Conducteur / Conductrice d'opérations BTP","F1201","Z","B"
"2925","Directeur / Directrice de travaux","F1201","Z","B"
"2926","Assistant conducteur / Assistante conductrice de travaux","F1201","Z","B"
"2927","Conduite de travaux du BTP","F1201","Z","B"
"2928","Conducteur / Conductrice du bâtiment","F1201","Z","B"
"2929","Conducteur / Conductrice de travaux en électricité","F1201","Z","B"
"2930","Conducteur / Conductrice génie civil","F1201","Z","B"
"2931","Conducteur principal / Conductrice principale de travaux","F1201","Z","B"
"2932","Conducteur / Conductrice de travaux paysagers","F1201","Z","B"
"2933","Conducteur / Conductrice de travaux génie civil","F1201","Z","B"
"2934","Conducteur / Conductrice de travaux en constructions métalliques","F1201","Z","B"
"2935","Conducteur / Conductrice de travaux gros oeuvre","F1201","Z","B"
"2936","Direction de chantier du BTP","F1202","Z","B"
"2937","Chef de chantier second oeuvre","F1202","Z","B"
"2938","Chef de chantier montage de structures métalliques","F1202","Z","B"
"2939","Assistant / Assistante chef de chantier","F1202","Z","B"
"2940","Chef d'équipe travaux publics","F1202","Z","B"
"2941","Commis / Commise de chantier","F1202","Z","B"
"2942","Chef d'équipe gros oeuvre","F1202","Z","B"
"2943","Chef de chantier travaux publics","F1202","Z","B"
"2944","Chef de chantier travaux publics et voirie","F1202","Z","B"
"2945","Chef de chantier bâtiment","F1202","Z","B"
"2946","Chef de chantier du BTP","F1202","Z","B"
"2947","Chef de chantier gros oeuvre","F1202","Z","B"
"2948","Chef de chantier principal / principale","F1202","Z","B"
"2949","Responsable de chantier","F1202","Z","B"
"2950","Chef de chantier électricité","F1202","Z","B"
"2951","Chef de chantier","F1202","Z","B"
"2952","Chef de chantier génie civil","F1202","Z","B"
"2953","Chef d'exploitation de carrière","F1203","B","Z"
"2954","Stratigraphe","F1203","B","Z"
"2955","Chef d'exploitation de gisement","F1203","B","Z"
"2956","Technicien / Technicienne d'exploitation de gisement","F1203","B","Z"
"2957","Ingénieur / Ingénieure de complétion en exploitation des gisements","F1203","B","Z"
"2958","Chef de chantier de forage","F1203","B","Z"
"2959","Ingénieur / Ingénieure de production pétrolière","F1203","B","Z"
"2960","Chef de mission prospection minière","F1203","B","Z"
"2961","Chef porion / porionne","F1203","B","Z"
"2962","Chef de carrière","F1203","B","Z"
"2963","Direction et ingénierie d'exploitation de gisements et de carrières","F1203","B","Z"
"2964","Ingénieur / Ingénieure de forage","F1203","B","Z"
"2965","Porion / Porionne","F1203","B","Z"
"2966","Ingénieur / Ingénieure d'installations minières","F1203","B","Z"
"2967","Statigraphe","F1203","B","Z"
"2968","Responsable d'exploitation de gisements et de carrières","F1203","B","Z"
"2969","Chef de chantier pétrole, gaz","F1203","B","Z"
"2970","Ingénieur / Ingénieure d'exploitation de gisements","F1203","B","Z"
"2971","Ingénieur / Ingénieure de gisement","F1203","B","Z"
"2972","Ingénieur / Ingénieure de sonde","F1203","B","Z"
"2973","Chef de gisement","F1203","B","Z"
"2974","Ingénieur / Ingénieure de sécurité en exploitation de gisements","F1203","B","Z"
"2975","Animateur / Animatrice de sécurité du BTP","F1204","Z","B"
"2976","Responsable environnement et sécurité chantier","F1204","Z","B"
"2977","Coordonnateur / Coordonnatrice Ordonnancement, Pilotage et Coordination de chantier -OPC-","F1204","Z","B"
"2978","Responsable sécurité et protection santé du BTP","F1204","Z","B"
"2979","Coordonnateur / Coordonnatrice de sécurité chantier","F1204","Z","B"
"2980","Ingénieur / Ingénieure sécurité en BTP","F1204","Z","B"
"2981","Sécurité et protection santé du BTP","F1204","Z","B"
"2982","Coordonnateur / Coordonnatrice Sécurité, Protection de la Santé -SPS-","F1204","Z","B"
"2983","Superviseur / Superviseuse sécurité chantier","F1204","Z","B"
"2984","Engins de chantier","F13",NA,NA
"2985","Conducteur / Conductrice de grue","F1301","B","Z"
"2986","Conduite de grue","F1301","B","Z"
"2987","Conducteur / Conductrice de grue sapine","F1301","B","Z"
"2988","Conducteur / Conductrice de grue d'armement","F1301","B","Z"
"2989","Conducteur / Conductrice de grue de cale","F1301","B","Z"
"2990","Conducteur / Conductrice de grue à tour","F1301","B","Z"
"2991","Grutier pontier / Grutière pontière","F1301","B","Z"
"2992","Conducteur / Conductrice de grue marteau","F1301","B","Z"
"2993","Conducteur / Conductrice de grue à benne","F1301","B","Z"
"2994","Conducteur grutier / Conductrice grutière","F1301","B","Z"
"2995","Conducteur / Conductrice de grue pylône","F1301","B","Z"
"2996","Conducteur / Conductrice de grue sur rails","F1301","B","Z"
"2997","Grutier élingueur / Grutière élingueuse","F1301","B","Z"
"2998","Grutier / Grutière","F1301","B","Z"
"2999","Conducteur / Conductrice de drague","F1302","B","Z"
"3000","Conducteur / Conductrice d'engins de terrassement","F1302","B","Z"
"3001","Conducteur / Conductrice de bouteur","F1302","B","Z"
"3002","Conducteur / Conductrice de dumper","F1302","B","Z"
"3003","Conducteur / Conductrice de brise-roches","F1302","B","Z"
"3004","Conducteur / Conductrice de foreuses","F1302","B","Z"
"3005","Conducteur / Conductrice de pont automoteur","F1302","B","Z"
"3006","Conducteur / Conductrice de pelle hydraulique","F1302","B","Z"
"3007","Conducteur / Conductrice de pelle-dragline","F1302","B","Z"
"3008","Conducteur / Conductrice d'engins de damage","F1302","B","Z"
"3009","Conducteur / Conductrice de sonnette","F1302","B","Z"
"3010","Conducteur / Conductrice de compacteurs","F1302","B","Z"
"3011","Pilote opérateur / opératrice engin blindé du génie","F1302","B","Z"
"3012","Conducteur / Conductrice de gravillonneuse","F1302","B","Z"
"3013","Conducteur / Conductrice de traxcavator","F1302","B","Z"
"3014","Conducteur / Conductrice de benne","F1302","B","Z"
"3015","Conducteur / Conductrice de pipelayer","F1302","B","Z"
"3016","Conducteur / Conductrice d'engins de chantier","F1302","B","Z"
"3017","Conducteur / Conductrice de pulvimixeur","F1302","B","Z"
"3018","Conducteur / Conductrice de rabots","F1302","B","Z"
"3019","Conducteur / Conductrice de chargeuse","F1302","B","Z"
"3020","Conducteur / Conductrice de chargeuse pelleteuse","F1302","B","Z"
"3021","Conducteur / Conductrice de tractopelle","F1302","B","Z"
"3022","Conducteur / Conductrice de pelle","F1302","B","Z"
"3023","Conducteur / Conductrice de pelle à pneus","F1302","B","Z"
"3024","Conducteur / Conductrice de scraper","F1302","B","Z"
"3025","Conducteur / Conductrice de dragline","F1302","B","Z"
"3026","Conducteur / Conductrice de défonceuses","F1302","B","Z"
"3027","Conducteur / Conductrice d'engins d'abattage","F1302","B","Z"
"3028","Conducteur opérateur / Conductrice opératrice de forage rapide et de destruction","F1302","B","Z"
"3029","Conducteur / Conductrice d'excavatrices","F1302","B","Z"
"3030","Conducteur / Conductrice d'engins de franchissement","F1302","B","Z"
"3031","Conducteur / Conductrice de bulldozer","F1302","B","Z"
"3032","Conducteur / Conductrice de bélier","F1302","B","Z"
"3033","Conducteur / Conductrice de déminage","F1302","B","Z"
"3034","Conducteur / Conductrice d'engins opérations de dépollution pyrotechnique","F1302","B","Z"
"3035","Conducteur / Conductrice de jumbo","F1302","B","Z"
"3036","Conducteur / Conductrice de câble lasso","F1302","B","Z"
"3037","Conducteur / Conductrice d'engins de travaux publics","F1302","B","Z"
"3038","Conduite d'engins de terrassement et de carrière","F1302","B","Z"
"3039","Conducteur / Conductrice de tunnelier","F1302","B","Z"
"3040","Conducteur / Conductrice de trancheuses","F1302","B","Z"
"3041","Conducteur / Conductrice de niveleuse","F1302","B","Z"
"3042","Conducteur / Conductrice de haveuse","F1302","B","Z"
"3043","Conducteur / Conductrice de minage","F1302","B","Z"
"3044","Conducteur / Conductrice de chargeur à chenilles","F1302","B","Z"
"3045","Conducteur / Conductrice d'engins multifonction d'aide au déploiement","F1302","B","Z"
"3046","Conducteur / Conductrice de tombereau","F1302","B","Z"
"3047","Conducteur / Conductrice de décapeuses","F1302","B","Z"
"3048","Conducteur / Conductrice de pelle à chenilles","F1302","B","Z"
"3049","Conducteur / Conductrice de locos","F1302","B","Z"
"3050","Extraction","F14",NA,NA
"3051","Foreur / Foreuse chef de poste","F1401","Z","B"
"3052","Technicien / Technicienne de forage","F1401","Z","B"
"3053","Foreur / Foreuse d'eau","F1401","Z","B"
"3054","Foreur / Foreuse gaz","F1401","Z","B"
"3055","Puisatier / Puisatière","F1401","Z","B"
"3056","Electricien / Electricienne de sonde en matériel de forage","F1401","Z","B"
"3057","Technicien / Technicienne des fluides de forage","F1401","Z","B"
"3058","Foreur / Foreuse","F1401","Z","B"
"3059","Poseur / Poseuse de sonde","F1401","Z","B"
"3060","Extraction liquide et gazeuse","F1401","Z","B"
"3061","Accrocheur / Accrocheuse","F1401","Z","B"
"3062","Homme / Femme de plancher","F1401","Z","B"
"3063","Foreur / Foreuse pétrole","F1401","Z","B"
"3064","Ouvrier / Ouvrière de forage","F1401","Z","B"
"3065","Technicien / Technicienne des boues","F1401","Z","B"
"3066","Chef d'équipe foreur / foreuse","F1401","Z","B"
"3067","Ouvrier / Ouvrière de plancher","F1401","Z","B"
"3068","Artificier / Artificière de carrière","F1402","Z","B"
"3069","Extraction solide","F1402","Z","B"
"3070","Ouvrier / Ouvrière de l'extraction solide","F1402","Z","B"
"3071","Débiteur / Débitrice de fond","F1402","Z","B"
"3072","Fendeur / Fendeuse de granit","F1402","Z","B"
"3073","Débiteur / Débitrice de pierre","F1402","Z","B"
"3074","Ouvrier carrier / Ouvrière carrière","F1402","Z","B"
"3075","Scieur / Scieuse d'ardoise","F1402","Z","B"
"3076","Orpailleur / Orpailleuse","F1402","Z","B"
"3077","Préposé / Préposée aux tirs de mines","F1402","Z","B"
"3078","Fendeur-extracteur / Fendeuse-extractrice de roches","F1402","Z","B"
"3079","Ouvrier / Ouvrière d'about","F1402","Z","B"
"3080","Carrier / Carrière","F1402","Z","B"
"3081","Chef d'équipe de mines","F1402","Z","B"
"3082","Conducteur / Conductrice de soutènement marchant","F1402","Z","B"
"3083","Scieur / Scieuse de granit","F1402","Z","B"
"3084","Chef d'équipe en carrière","F1402","Z","B"
"3085","Ouvrier / Ouvrière d'exploitation des mines","F1402","Z","B"
"3086","Boutefeu","F1402","Z","B"
"3087","Foreur / Foreuse de roche","F1402","Z","B"
"3088","Abatteur / Abatteuse de carrière","F1402","Z","B"
"3089","Carrier ébaucheur / Carrière ébaucheuse","F1402","Z","B"
"3090","Chargeur / Chargeuse aux cages","F1402","Z","B"
"3091","Scieur / Scieuse de roches","F1402","Z","B"
"3092","Fendeur-débiteur / Fendeuse-débiteuse de roches","F1402","Z","B"
"3093","Chef d'abattage de roches","F1402","Z","B"
"3094","Mineur / Mineuse","F1402","Z","B"
"3095","Scieur / Scieuse de pierre","F1402","Z","B"
"3096","Extracteur / Extractrice de roches","F1402","Z","B"
"3097","Carrier fendeur / Carrière fendeuse de fond","F1402","Z","B"
"3098","Fendeur / Fendeuse de fond","F1402","Z","B"
"3099","Carrier scieur / Carrière scieuse de masse","F1402","Z","B"
"3100","Lauzier / Lauzière","F1402","Z","B"
"3101","Chef de tir de mines","F1402","Z","B"
"3102","Fendeur / Fendeuse de roches","F1402","Z","B"
"3103","Tireur / Tireuse de mines","F1402","Z","B"
"3104","Montage de structures","F15",NA,NA
"3105","Fustier / Fustière","F1501","Z","B"
"3106","Chef d'équipe en pose de charpentes bois","F1501","Z","B"
"3107","Charpentier poseur / Charpentière poseuse","F1501","Z","B"
"3108","Monteur / Monteuse de structures bois","F1501","Z","B"
"3109","Charpentier bois poseur / Charpentière bois poseuse","F1501","Z","B"
"3110","Aide charpentier poseur / Aide charpentière poseuse","F1501","Z","B"
"3111","Monteur / Monteuse de chalets en bois","F1501","Z","B"
"3112","Poseur / Poseuse de charpentes industrielles","F1501","Z","B"
"3113","Poseur / Poseuse de fermettes","F1501","Z","B"
"3114","Poseur / Poseuse de charpentes en matériaux bois composites","F1501","Z","B"
"3115","Monteur / Monteuse de maisons à ossature bois","F1501","Z","B"
"3116","Montage de structures et de charpentes bois","F1501","Z","B"
"3117","Monteur / Monteuse en structures bois et composites","F1501","Z","B"
"3118","Poseur / Poseuse de charpentes bois","F1501","Z","B"
"3119","Poseur / Poseuse de bardeaux","F1501","Z","B"
"3120","Poseur / Poseuse de charpentes traditionnelles","F1501","Z","B"
"3121","Echafaudeur / Echafaudeuse","F1502","Z","B"
"3122","Monteur / Monteuse de bardages","F1502","Z","B"
"3123","Poseur / Poseuse en structures métalliques","F1502","Z","B"
"3124","Monteur / Monteuse en constructions métalliques","F1502","Z","B"
"3125","Chef d'équipe en construction métallique","F1502","Z","B"
"3126","Monteur-levageur / Monteuse-levageuse","F1502","Z","B"
"3127","Monteur-échafaudeur / Monteuse-échafaudeuse","F1502","Z","B"
"3128","Bardeur / Bardeuse","F1502","Z","B"
"3129","Monteur / Monteuse de chapiteau","F1502","Z","B"
"3130","Monteur / Monteuse en charpente métallique","F1502","Z","B"
"3131","Echafaudeur / Echafaudeuse en construction navale","F1502","Z","B"
"3132","Montage de structures métalliques","F1502","Z","B"
"3133","Monteur / Monteuse en structures métalliques","F1502","Z","B"
